20 128 
 62 52 35 40 15 0 0 17 42 27 35 74 37 0 0 27 84 70 33 14 0 0 0 31 110 82 11 0 0 0 0 10 50 39 62 67 6 0 0 23 80 63 34 64 16 0 0 29 72 60 52 72 25 0 0 32 133 110 27 18 0 0 0 26 35 29 33 57 37 25 25 24 89 56 44 39 2 1 14 31 81 19 39 74 17 0 0 89 106 45 6 10 0 0 11 105 16 0 1 6 33 60 31 33 37 19 14 11 0 10 16 64 77 8 10 14 0 2 9 139 41 0 0 0 0 15 36 100
 12 10 15 63 66 36 9 7 106 34 13 21 29 15 3 46 128 19 0 0 0 0 3 79 44 1 0 0 1 4 13 46 16 19 30 85 46 1 0 10 129 79 24 22 6 1 0 37 169 80 0 0 0 0 4 55 51 13 0 0 0 7 16 37 29 13 11 44 33 0 0 19 137 37 5 2 2 0 0 81 166 64 0 0 0 1 4 83 56 28 0 0 0 8 16 24 28 15 8 14 14 9 26 23 108 54 0 0 0 0 10 55 111 96 0 0 0 0 6 62 56 41 0 0 0 4 6 26
 35 0 5 18 48 40 10 21 124 0 0 3 7 5 7 77 105 0 0 0 0 2 32 85 32 0 0 0 3 15 63 41 50 33 29 58 50 19 0 19 164 53 3 5 8 4 0 76 124 25 0 0 0 1 7 94 35 0 0 0 2 7 12 46 52 39 33 42 19 0 0 24 172 90 1 2 0 0 0 52 145 60 0 0 0 4 10 51 26 0 0 0 0 7 16 27 55 13 4 11 10 0 0 33 140 38 0 0 0 0 0 83 116 49 0 0 0 3 7 55 25 13 0 0 0 8 14 15
 17 17 64 82 24 0 0 0 24 30 43 120 64 4 10 25 97 93 39 33 16 2 7 48 108 55 9 0 0 0 0 43 0 5 85 94 6 9 12 5 57 35 44 74 16 5 11 31 144 38 11 7 3 2 6 65 130 77 33 0 0 0 0 42 1 8 28 50 40 28 28 16 72 44 38 33 15 4 14 25 118 81 62 11 0 0 1 13 68 101 91 10 0 0 0 25 1 4 7 31 43 25 51 20 31 24 21 27 24 23 40 35 57 50 50 11 6 0 12 46 80 39 30 7 0 0 5 55
 58 19 17 3 0 0 3 45 89 34 0 0 0 0 6 87 101 52 4 0 0 0 0 85 54 32 0 3 3 2 0 55 70 55 25 5 0 3 8 41 78 97 66 0 0 0 1 44 103 135 49 0 0 0 1 40 85 81 6 5 4 0 0 15 38 36 20 8 0 2 34 58 79 37 35 0 0 0 11 98 127 46 15 0 0 0 7 91 111 49 17 21 1 0 0 26 25 0 0 0 0 0 68 75 52 0 0 0 0 0 83 103 71 6 0 8 9 8 67 98 57 20 17 53 23 2 22 44
 20 17 5 4 6 27 91 89 51 24 9 0 0 0 92 144 73 10 3 8 0 0 28 128 22 9 10 27 0 0 0 36 48 65 63 9 0 5 54 65 125 74 13 0 0 0 30 73 93 26 11 19 4 0 8 54 12 15 17 34 7 0 0 2 54 34 45 17 0 20 96 75 127 58 8 0 0 0 43 78 83 50 21 28 4 0 0 31 1 13 35 46 12 0 0 0 4 34 58 70 22 19 66 28 49 90 85 20 0 0 40 54 44 69 62 30 6 0 0 24 1 11 36 78 28 0 0 0
 36 89 71 14 0 0 0 0 37 94 52 10 0 0 0 0 36 62 22 7 0 0 0 0 8 15 12 20 5 0 0 0 103 74 46 22 14 12 13 14 91 106 95 62 0 0 0 6 102 119 55 22 3 0 0 22 35 28 9 29 22 7 0 8 59 52 57 21 40 36 26 21 100 64 90 69 2 4 8 76 163 56 25 17 6 0 0 85 42 21 9 20 24 5 0 15 20 19 17 20 38 25 47 47 86 27 26 5 1 5 35 116 91 67 22 4 2 0 0 68 32 36 11 15 17 0 0 0
 24 51 50 77 38 0 0 3 111 105 30 49 13 0 0 12 88 87 18 0 8 4 0 5 5 26 15 7 21 11 0 0 44 39 74 59 21 14 12 18 165 62 23 29 7 0 1 57 106 98 50 3 0 0 0 31 10 78 42 8 9 5 0 0 42 2 19 14 29 31 38 68 144 39 25 19 6 0 13 79 67 76 90 45 16 0 0 16 32 92 73 6 1 0 0 11 46 39 13 0 13 6 19 58 76 29 23 32 19 5 9 59 50 37 39 70 37 7 9 33 69 47 23 19 12 5 4 55
 0 27 62 68 27 8 0 0 37 65 80 56 16 8 0 0 55 66 23 27 60 49 26 5 8 0 0 10 52 94 55 2 35 80 30 44 54 27 0 2 58 77 45 33 75 49 14 20 127 91 5 0 7 35 37 42 47 11 0 0 7 77 80 27 57 74 47 19 22 11 0 6 62 62 35 26 35 50 27 62 131 36 3 0 0 18 10 99 60 24 10 0 0 19 27 30 17 53 79 19 0 0 0 0 67 111 51 3 0 0 0 21 82 103 50 0 0 0 0 38 24 62 50 0 0 0 0 9
 24 55 66 14 0 0 2 7 93 100 50 0 0 0 0 16 69 99 41 1 0 0 0 8 41 55 27 2 0 0 0 0 46 20 34 23 33 30 25 26 134 54 33 21 0 4 5 58 75 85 91 48 0 0 0 23 73 101 48 11 0 0 0 6 32 27 22 22 43 55 23 22 72 86 77 33 15 6 7 29 78 52 97 60 0 0 0 54 126 52 32 11 0 0 0 78 9 19 11 33 47 23 28 11 31 37 37 14 21 18 41 65 68 20 28 9 0 0 18 126 87 17 0 0 0 0 0 80
