 13 21 11 36 74 44 10 3 90 81 8 22 33 23 17 24 73 46 0 0 47 61 25 19 25 5 0 1 47 69 32 41 6 18 45 61 61 51 15 16 85 55 33 12 28 43 25 85 90 52 72 14 23 38 15 46 16 18 63 20 34 64 32 24 10 35 69 54 2 7 59 50 42 82 57 13 2 7 80 74 24 48 99 27 8 13 93 29 11 37 82 17 9 11 72 43 37 15 9 10 11 11 82 72 29 14 0 0 0 0 105 82 2 5 5 16 4 7 119 37 2 1 25 38 11 18 88 38
 25 68 61 43 28 0 4 12 79 14 35 63 62 0 9 53 105 10 0 5 17 16 7 71 24 8 0 0 46 69 38 14 36 47 37 62 51 25 36 30 144 60 36 63 24 4 0 40 112 49 41 0 2 5 2 52 32 35 26 30 20 29 22 20 30 7 3 42 102 38 16 16 151 49 27 27 48 17 13 50 82 79 84 12 0 8 21 36 32 65 47 46 29 13 0 26 33 7 1 40 78 28 2 17 110 35 16 13 30 12 25 68 41 31 41 13 0 10 50 71 23 16 31 52 32 13 0 48
 71 48 29 64 31 6 5 15 122 55 30 10 5 1 0 38 43 44 40 19 9 17 15 20 7 13 16 62 53 31 20 8 96 36 1 34 77 32 3 26 126 75 72 14 4 8 24 34 53 80 78 30 21 8 14 44 5 29 29 70 60 42 19 15 94 27 0 25 74 28 0 39 108 52 43 9 5 10 51 78 45 26 60 52 25 8 36 84 6 15 47 89 42 26 12 19 51 34 0 3 43 63 50 46 66 65 58 0 3 8 60 47 5 46 71 39 18 20 43 35 2 10 26 57 35 48 46 16
 26 24 9 4 14 42 29 8 52 46 20 3 16 21 13 27 44 47 32 33 16 10 13 27 19 14 29 53 32 23 24 61 34 56 28 15 20 43 23 18 62 38 15 10 25 37 57 96 49 13 6 42 78 48 48 62 101 14 9 33 25 17 14 102 35 50 23 12 43 85 16 13 115 77 7 3 16 31 34 60 66 23 0 12 82 96 63 60 108 4 33 48 34 30 41 76 22 12 7 42 56 48 32 43 88 32 15 0 15 16 40 116 49 25 12 0 1 63 74 60 33 2 18 45 59 65 54 23
 33 26 32 13 14 24 42 42 38 36 51 21 25 26 6 52 42 22 35 49 46 52 31 39 82 55 25 14 14 11 23 47 54 50 33 15 17 27 23 39 38 49 69 33 70 53 13 29 110 51 44 23 25 29 50 66 46 21 20 38 38 25 66 64 94 27 14 3 23 38 14 91 43 25 9 17 104 98 6 53 141 57 14 18 36 32 8 47 55 34 21 73 59 31 21 17 53 11 0 6 29 17 17 75 25 16 8 22 108 56 22 26 102 41 10 14 37 26 29 51 51 17 0 31 63 44 0 22
 16 39 85 49 4 12 15 10 0 67 86 27 9 25 17 2 0 30 48 64 29 38 22 1 4 1 42 41 15 14 21 6 61 76 71 47 21 21 13 17 90 80 66 34 28 22 21 51 48 39 48 63 69 37 21 31 48 32 36 35 18 14 25 29 86 25 8 12 41 41 35 79 111 73 8 19 49 41 25 51 71 55 13 22 66 90 66 38 57 22 12 14 21 46 71 57 42 21 0 13 62 24 20 55 69 81 14 28 79 29 14 0 113 83 5 0 5 42 48 21 26 16 0 1 35 60 55 22
 33 41 26 35 29 49 42 5 55 33 13 8 12 59 64 89 103 41 3 9 16 5 14 91 39 16 9 25 55 25 6 23 72 74 32 36 13 14 6 39 122 44 10 0 0 20 22 74 87 23 12 18 19 1 8 76 24 30 27 65 60 13 2 12 73 89 26 7 5 0 5 34 151 67 10 0 0 0 0 17 84 43 15 32 27 0 0 9 19 19 12 60 75 25 13 18 59 148 32 0 0 0 0 0 109 114 23 0 0 0 0 1 70 62 12 31 30 29 12 19 25 15 8 51 36 40 27 33
 9 4 7 6 3 2 1 3 102 36 3 3 1 0 0 4 154 74 12 4 0 2 8 25 52 48 50 17 2 5 24 30 8 1 2 3 3 7 7 7 124 14 1 1 0 0 2 18 201 19 2 1 0 2 7 59 73 20 6 5 0 4 28 62 7 3 3 4 3 6 5 4 120 34 2 1 0 1 2 10 203 60 0 0 0 0 0 49 82 18 1 0 0 0 1 89 3 3 4 6 2 3 5 1 91 27 2 3 1 1 3 0 180 44 0 0 0 0 2 57 82 10 5 9 13 8 17 73
 77 59 38 17 22 10 19 45 53 70 54 23 26 11 21 52 38 57 54 42 35 4 19 32 14 17 49 39 12 10 4 13 48 12 4 26 52 34 43 86 108 43 6 27 50 29 33 74 56 21 29 44 89 63 41 49 53 21 29 22 21 28 36 52 34 22 0 56 86 13 18 33 138 73 0 43 55 21 11 40 96 27 5 2 43 97 67 48 27 9 6 4 29 60 56 54 25 53 22 39 68 18 9 11 125 34 3 14 39 20 13 41 97 45 15 24 45 31 16 31 3 4 12 30 60 36 10 5
 40 28 13 3 12 16 21 45 45 17 14 31 45 24 22 29 105 18 9 21 24 11 10 81 41 9 1 85 67 0 1 43 61 51 9 4 19 29 32 62 57 21 0 17 66 84 39 49 137 32 27 42 45 24 19 55 35 13 22 93 115 0 0 11 90 65 6 0 9 21 23 43 69 24 0 0 18 69 79 65 56 23 19 41 51 67 78 53 16 3 16 71 99 67 26 23 67 26 23 5 11 13 19 74 59 47 49 1 0 12 34 49 20 42 15 2 25 69 46 18 4 2 1 4 35 92 60 22
