  -6.9221284e+00   1.0333831e+01
   3.0218903e+00   1.6751682e+00
  -4.9493794e+00   1.6217494e+00
   3.9857284e+00   2.0895390e-01
   3.7388685e+00   3.7791891e+00
  -7.0888723e+00   1.1422944e+01
  -7.1767669e+00   8.9923094e+00
  -6.9679194e+00   1.0459637e+01
   4.5501893e+00   1.0926428e+00
  -4.9141933e+00   1.0874257e+00
  -5.1624795e+00   1.0476651e+01
  -7.8461254e+00   9.7894956e+00
  -6.9340876e+00   9.4196124e+00
  -3.9187243e+00   1.7346175e+00
  -5.5140958e+00   9.3925340e+00
  -4.4773952e+00   1.8203122e+00
   3.0366866e+00   2.4817527e+00
   1.1831572e+00   2.9212531e+00
  -3.6162630e+00   1.1830091e+00
   9.0624063e-01   8.4558896e-01
  -6.1645611e+00   9.3921960e+00
  -3.1909029e+00   6.0879804e-01
   1.1399937e+00   1.3240069e+00
   4.4614545e+00   2.8838043e+00
  -7.3972094e+00   1.0214537e+01
  -4.8217377e+00   7.1079167e-01
  -8.0380753e+00   7.3128338e+00
  -4.4504218e+00   3.1529690e+00
   1.9950473e+00   1.6639205e+00
  -7.8924460e+00   9.6935071e+00
  -5.4987422e+00   5.8399479e-01
   2.7386857e+00   3.5730553e+00
  -7.9337205e+00   8.6218616e+00
  -3.2690422e+00   1.0376433e+01
  -4.0598465e+00   1.1809659e+00
  -3.3773093e+00   2.2242553e+00
  -9.6353100e+00   1.0261754e+01
  -3.3346007e+00  -8.0297170e-02
   2.0799046e+00   1.1193966e+00
  -3.0470469e+00   1.2736034e+00
   1.3742838e+00   1.1595005e+00
  -3.5687714e+00   1.0379807e+00
   3.2031669e+00   1.9534009e+00
  -3.0294387e+00   3.1194261e+00
  -5.1151089e+00   3.7166353e+00
  -3.5003751e+00   1.1782983e+00
   2.9807322e-01   1.8939618e+00
  -2.9614922e+00   1.2140522e+00
  -4.9313132e+00   1.2981737e+00
  -5.9161247e+00   1.1386757e+01
   2.3238534e+00   2.5036970e+00
   3.1359288e+00   9.2817012e-01
   2.5805049e+00   2.3599214e+00
   3.2833414e+00   2.5820209e+00
   1.4488621e+00   3.4808436e-01
   2.6131588e+00   6.8447271e-01
  -2.5707384e+00   4.0067534e+00
  -8.2768575e+00   7.9629674e+00
  -8.0071811e+00   1.0494277e+01
   3.1240145e+00   4.4240943e+00
   4.6312722e+00   3.3700292e+00
   1.7696423e+00   2.2780000e-01
  -7.0737988e+00   9.3055692e+00
  -5.2703698e+00   4.7213791e+00
  -4.2467765e+00   3.8585347e+00
  -5.6383361e+00   1.8636953e+00
   1.9804438e+00   2.5691222e+00
  -5.4234757e+00   1.0688961e+01
   2.9223225e+00   2.2919367e+00
  -4.6383073e+00   1.0700051e+00
   2.0195119e+00   2.6721184e+00
  -6.5577636e+00   8.3097496e+00
   3.9227310e+00   9.8266211e-01
   1.5226241e-01   2.9469942e+00
   1.7814308e+00   9.4897654e-01
  -3.8204486e+00   1.8439225e+00
   3.6387750e+00   2.1639511e+00
  -2.2220514e+00   1.7418126e+00
  -3.8982704e+00   3.3110870e+00
  -4.8514763e+00   2.4350478e+00
  -4.7080221e+00   7.8467843e-01
  -3.5185163e+00   1.0640300e+00
  -5.0312679e+00   4.0179248e+00
  -4.3291184e+00   3.2343431e+00
  -7.0996227e+00   9.7617057e+00
